title,price,localisation,type d'immobilier,nb_pieces,nb_salle_de_bain,scraping_date,annonceur,link,description,site,date,superficie_m2,grappe,region,ville,commune,quartier,Avec_eau,Avec_electricite,Materiaux_en_dur,Toilettes_internes,cours_commune,quartier_chic,nb_pieces_classe,code_var 2014,wifi,jardin,meubler,climatisation,garage,balcon,sécuriser,étage,parking,douche,séjour,équiper,placard,salle,manger,bureau,piscine,gardien,électrogène,four,cinéma,ascenseur,double vitrage,terrasse,toilette,buanderie,chauffe,cuisine,bord_de_mer,forêt,parc,montagne,rivière,lac,zone_commerciale,pharmacie,restaurant,bar,ambassade,école,hôpital,commodités,externalités_naturelles,externalités_artificielles
appartement de 3 pièces(location),350000.0,cocody 2 plateaux vallon derrière la cite lemannia,appartement,3,,2024-06-07 09:20:53,sahco group,https://annonces.abidjan.net/immobiliers/11036/details/appartement-de-3-pieces,2 plateaux vallon derrière la cite lemannia : ref. mar  résidence clôturé et sécurisé avec parking intérieur + piscine + terrain de tennis :  *appartement moyen standing de 3 pièces.. loyer : 350.000 fcfa/mois x 6 + 115.000 fcfa (frais dossier de bail),annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,vallon,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 4 pièces(location),450000.0,cocody 2 plateaux vallon derrière la cite lemannia,appartement,4,,2024-06-07 09:22:50,sahco group,https://annonces.abidjan.net/immobiliers/11006/details/appartement-de-4-pieces,2 plateaux vallon derrière la cite lemannia : ref. mar résidence clôturé et sécurisé avec parking intérieur + piscine + terrain de tennis : *appartement moyen standing de 4 pièces.  loyer : 450.000 fcfa/mois x 6 + 115.000 fcfa (frais dossier de bail),annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,vallon,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
grand studio(location),250000.0,marcory zone 4 rue lumiere,studio,1,,2024-06-07 09:22:59,sahco group,https://annonces.abidjan.net/immobiliers/11004/details/grand-studio,"zone 4 rue lumiere: ref. mar immeuble avec parking externe,interne et piscine commune : *grand studio avec + cuisine + balcon + salle d’eau + split. loyer : 250 000 fcfa/moisx6 condition : 2+3+1 de loyer + 115.000fcfa frais et taxes du contrat de bail.",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,marcory,zone 4,1,1,1,1,0,1,1 pièce,401000008,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 3 pièces(location),300000.0,marcory orca deco,appartement,3,,2024-06-07 09:23:18,sahco group,https://annonces.abidjan.net/immobiliers/10999/details/appartement-de-3-pieces,"appartement de 3 pièces avec équipement au 2ème étage. loyer : 300.000 fcfa/mois condition d'accès : 5.000.000 fcfa dont les frais de caution, mois d'avance et équipement lux ( mobilier, split et électroménager etc...)",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,marcory,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement 4 pièces(location),800000.0,marcory marcory zone4,appartement,4,,2024-06-07 09:26:09,marius gbe,https://annonces.abidjan.net/immobiliers/10923/details/appartement-4-pieces,"3 chambres dont la principale avec sa salle d'eau, les 2 autres chambres partagent 1 salle d'eau.chauffe-eau, clim. et baies vitrées, 1 wc visiteur, des placards dans les chambres, cuisine avec meuble derangement.immeuble de 7 étages équipé de 2 ascenseurs,1 groupe électrogène, 1 suppresseur, 1 parking fermé, souterrain.sécurisé par des agentes de sécurité professionnels. proches du vge, aéroport, proche des écoles,supermarchés, pharmacie, hôpitaux. tel:07971323",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,marcory,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1
appartement 4 pièces meublés(location),100000.0,marcory zone 4 rue paul langevin,appartement,4,,2024-06-07 09:26:20,marius gbe,https://annonces.abidjan.net/immobiliers/10921/details/appartement-4-pieces-meubles,"marcory zone 4, rue paul langevin .apptartement : 4 pièces haut standing, environ 157 m² habitable.3 chambres, avec chacune sa salle de bain.chambre principale avec grand dressing.grand salon de 56 m², ouvert sur terrasse de 11 m²,cuisine équipée de 18 m²: frigo, four+feux, microonde…lave-linge, tv écran plat, lits avec linge de maison, etc.clim dans toutes les pièces, chauffe-eau, visiophone. inclus : eau/électricité, internet, canalsat, ménage.services de l’immeuble inclus: société de gardiennage,groupe électrogène, surpresseur, ménage, concierge.",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,marcory,zone 4,1,1,1,1,0,1,4 pièces et plus,401000002,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement 3 pièces(location),700000.0,marcory zone 4 bietry,appartement,3,,2024-06-07 09:26:51,marius gbe,https://annonces.abidjan.net/immobiliers/10915/details/appartement-3-pieces,"2 chambres dont la principale avec sa salle d'eau, la 2nd chambre avec 1 salle d'eau en face. chauffe-eau, clim. et baies vitrées, 1 wc visiteur, des placards dans les chambres, cuisine avec meuble de rangement. immeuble de 7 étages équipé de 2 ascenseurs, 1 groupe électrogène, 1 suppresseur, 1 parking fermé, souterrain. sécurisé par des agentes de sécurité professionnels. proches du vge, aéroport, proche des écoles, supermarchés, pharmacie, hôpitaux.",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,marcory,zone 4,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1
appartement a louer(location),150000.0,riviera faya appartements,appartement,2,,2024-06-07 09:29:16,mian,https://annonces.abidjan.net/immobiliers/10817/details/appartement-a-louer,nous mettons en locations des appartements pour habitations 2 pièces à abidjan precisement à faya . les appartements sont constitués de: - 1 salon - 1 grande chambre avec chacune une salle d'eau - 1 cuisine  - 1 salle d'eau - 1 interphone  - 1 chauffe eau - 1 parking interne et externe - 1 double système de sécurité  pour un loyer mensuel de : 150.000 nb: livrer fin mars 2015 contact: 08 78 24 45 / 01 70 72 62,annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,faya,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 2 pieces(location),80000.0,yopougon ananeraie,appartement,2,,2024-06-07 09:29:35,global services,https://annonces.abidjan.net/immobiliers/10798/details/appartement-de-2-pieces,yopougon ananeraie un appartement de grand standing de 2 pieces a louer loyer 80 000 x7 contacts  m kpolo                                                                       global services sise a ananeraie au 3 eme étage de l immeuble cdci  tel : 23 46 05 20 / 59 72 77 02,annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,yopougon,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 4 pièces(location),400000.0,cocody riviera golf jardins - immeuble elias,appartement,4,,2024-06-07 09:32:51,soumahoro,https://annonces.abidjan.net/immobiliers/10690/details/appartement-de-4-pieces,riviera golf jardins - immeuble elias : réf. mik   appartement de 4 pièces au 4ème étage.   n.b : l'appartement est vide.   loyer : 400.000 fcfa/mois     skype:  sahco.group   /  viber:  +225 49635910,annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,golf,1,1,1,1,0,1,4 pièces et plus,401000002,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 3 pièces(location),300000.0,cocody riviera golf jardins - immeuble tour,appartement,3,,2024-06-07 09:32:55,soumahoro,https://annonces.abidjan.net/immobiliers/10689/details/appartement-de-3-pieces,riviera golf jardins - immeuble tour : réf. maf   appartement de 3 pièces au 4ème étage.   n.b : l'appartement est habité par le propriétaire.   loyer : 300.000 fcfa/mois x 3+3+1   skype:  sahco.group/  viber:  +225 49635910,annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,golf,1,1,1,1,0,1,2 et 3 pièces,401000002,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement 3 pieces(location),475000.0,cocody cocody 9eme tranche,appartement,3,,2024-06-07 09:38:22,csombo,https://annonces.abidjan.net/immobiliers/10431/details/appartement-3-pieces,"location appartement 3 pces haut standing - cocody 9è tranche ·         01 salon climatisé + 01 balcon, 02 chambres climatisées + placards + 02 salles d'eau, 01 toilette visiteur, 01 salle d'eau avec chauffe eau, 01 cuisine, 01 buanderie, 01 bouteille de gaz de 28kg. ·         immeuble neuf possédant un ascenseur, un groupe électrogène, une salle de sport, un restaurant. ·         sécurité 24h/24h. ·         loyer : 475 000 fcfa",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1
villa de 4 pièces(location),1000000.0,marcory zone 4,villa,4,,2024-06-07 09:38:41,fulbert,https://annonces.abidjan.net/immobiliers/10425/details/villa-de-4-pieces,belle villa située en zone 4 biétry de 4pièces comprenant 3 chambres un grand salon une cuisine un garage pour 2 voitures un jardin. prix: 1000.000 frs pour tout renseignement contacter fulbert 55225275,annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,marcory,zone 4,1,1,1,1,0,1,4 pièces et plus,401000010,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
villa duplex de 06 pièces(location),1800000.0,cocody riviera 3,duplex,6,,2024-06-07 09:42:06,marius gbe,https://annonces.abidjan.net/immobiliers/10345/details/villa-duplex-de-06-pieces,"belle villa duplex de 05 chambres autonomes et dépendance  grandes terrasses, 02 cuisines, 03 salons, parking avec grand jardin sur environ 1000 m2. elle est situee a la riviera 3 logivoire non loin du celaf... cout location: 1 800 000 fcfa/mois",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 4 pièces(location),700000.0,marcory résidentiel appartements,appartement,4,,2024-06-07 09:42:51,omer,https://annonces.abidjan.net/immobiliers/10312/details/appartement-de-4-pieces,bel appartement à louer situé à marcory résidentiel de 5 pièces comprenant 4 chambres et un salon avec deux douches carrelé dans nouvelle construction baignoire dans la chambre principale chauffe-eau toutes les commodités réunies.prix: 700.000frs renseignement contactez: omer: 45678832,annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,marcory,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
appartement de 4 pièces(location),120000.0,remblais koumassi appartements,appartement,4,,2024-06-07 09:42:55,omer,https://annonces.abidjan.net/immobiliers/10311/details/appartement-de-4-pieces,appartement à louer situé à koumassi remblais de 4 pièces comprenant 3 chambres et un salon avec deux douches un grand salon pas de problème d'eau dans nouvelle construction. prix: 120000 frs renseignements : omer 45678832,annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,koumassi,remblais,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
appartement de 5 pièces(location),400000.0,marcory résidentiel appartements,appartement,5,,2024-06-07 09:44:52,konan,https://annonces.abidjan.net/immobiliers/10175/details/appartement-de-5-pieces,bel appartement à louer situé à marcory résidentiel de 5 pièces nouvelle construction avec 3 douches deux salons une grande cuisine. prix: 400.000frs pour tout renseignement contacter mr konan jules au 09931631,annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,marcory,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 4 pièces(location),700000.0,marcory résidentiel appartements,appartement,4,,2024-06-07 09:44:56,konan,https://annonces.abidjan.net/immobiliers/10174/details/appartement-de-4-pieces,appartement à louer situé à marcory résidentiel  de 4 pièces haut standing comprenant 3 chambres avec toutes des baignoires et un grand salon belle cuisine avec ascenceur. prix: 700000frs pour tout renseignement: contacter konan jules 09931631,annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,marcory,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 4 pièces(location),150000.0,marcory appartements,appartement,4,,2024-06-07 09:46:14,ossohou julien,https://annonces.abidjan.net/immobiliers/10097/details/appartement-de-4-pieces,joli appartement à louer situé à marcory vers le résidentiel haut standing de 4 pièces comprenant 3 chambres et un grand salon avec belle vue avec 2 salles d'eau. prix: 150.000 pour tout renseignement contact: ossohou julien 54416122,annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,marcory,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 3 pièces en finission(location),150000.0,palmeraie 6 route d'angre appartements,appartement,3,,2024-06-07 09:48:17,medo,https://annonces.abidjan.net/immobiliers/10026/details/appartement-de-3-pieces-en-finission,nous vous proposons de très beaux appartements de trois pièces sis a a la palmeraie 6 route d'angre. prenons 2 mois decaution et 2mois d'avance. pour tout contact prière appeler a ces numéros. cel 01232319/04252611/57755741,annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,palmeraie,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
appartement de 3 pièces(location),130000.0,yopougon maroc appartements,appartement,3,,2024-06-07 09:53:15,h'light& co,https://annonces.abidjan.net/immobiliers/9778/details/appartement-de-3-pieces,"yopougon maroc, l’entreprise h’light & co met en location un appartement de 3 pièces, mur vitrifié, staffé et 3 douches/2 wc avec un balcon avant et arrière. loyer : 130 000 contacts : (00225) 07 08 99 89/ 05 22 73 82",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,yopougon,maroc,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 3 pièces(location),120000.0,à yopougon appartements,appartement,3,,2024-06-07 09:53:20,h'light& co,https://annonces.abidjan.net/immobiliers/9769/details/appartement-de-3-pieces,"yopougon maroc, l’entreprise h’light & co met en location 03 appartements de 3 pièces, 2 douches/wc ayant chacun une cour avant et arrière.  loyer : 120 000  contacts : (00225) 01 58 14 17/ 05 22 73 82",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,yopougon,maroc,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement meublé de 3 pièces(location),60000.0,cocody cocody 2 plateaux ena,appartement,3,,2024-06-07 09:57:10,yao,https://annonces.abidjan.net/immobiliers/9588/details/appartement-meuble-de-3-pieces,"nous disposons d' un somptueux appartement  de 3 pieces entierement meuble, sis au 2 plateaux ena. l'appartement est situe dans un quartier tres securise et vous offre un cadre feerique et enchanteur.pour votre sejour a abidjan, faites y un tour, vous ne serez pas decu. loyer: 40000/jour contact:57579329/01480138 yao",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 2 pièces(location),130000.0,cocody angré 8ème tranche,appartement,2,,2024-06-07 10:00:51,athanase brou,https://annonces.abidjan.net/immobiliers/9425/details/appartement-de-2-pieces,"location  d'un appartement de 02 pièces à la 8e tranche !   bel appartement 02 pièces moyen au rez de chaussée, accessible et bien discret.   ideal pour un celibataire ou un jeune couple ...   loyer 130 000 fcfa.   agent immobilier: 08162004 / 01453894.",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
appartement de 3 pieces(location),130000.0,yopougon maroc,appartement,3,,2024-06-07 10:15:46,kpolo junior,https://annonces.abidjan.net/immobiliers/8909/details/appartement-de-3-pieces,"yopougon maroc un appartement de 3 pièces de grand standing tout nouveau au rdc staffé, carreaux espagnol avec 2 salles  d'eau, grande cuisine immeuble accessible. loyer : 130 000 visite : 5000 contacts m kpolo : 48 95 55 20 / 01 87 12 16",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,yopougon,maroc,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 3 pieces(location),180000.0,abobo 2 plateau angré soleil 3,appartement,3,,2024-06-07 10:16:12,kpolo junior,https://annonces.abidjan.net/immobiliers/8859/details/appartement-de-3-pieces,"plateau angré soleil 3 appartement de 3 pièces de grand standing tout nouveau bien carrelé , placards dans la chambre immeuble propre et sécurisé a louer loyer 120 000 visite 10 000 contacts  m kpolo  48 95 55 20 / 01 87 12 16",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,abobo,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
